alumno,PERIODO,COD CURSO,NOMBRE CURSO,SECCION,SESION-GRUPO,TIPO NOTA,NUM NOTA,PUNTAJE,PROMEDIO FINAL
182,2019 - 1,GH1002,Arte y Tecnología,3,Laboratorio 3.00,EVALUACION CONTINUA 2,1,15,16
182,2019 - 1,GH1002,Arte y Tecnología,3,Laboratorio 3.00,EVALUACION CONTINUA 3,1,15,16
182,2019 - 1,GH1002,Arte y Tecnología,3,Laboratorio 3.00,PROYECTO FINAL,1,14,16
134,2019 - 1,GH1002,Arte y Tecnología,3,Laboratorio 3.00,EVALUACION CONTINUA 1,1,18,17
134,2019 - 1,GH1002,Arte y Tecnología,3,Laboratorio 3.00,EVALUACION CONTINUA 2,1,20,17
134,2019 - 1,GH1002,Arte y Tecnología,3,Laboratorio 3.00,EVALUACION CONTINUA 3,1,15,17
134,2019 - 1,GH1002,Arte y Tecnología,3,Laboratorio 3.00,PROYECTO FINAL,1,15,17
39,2019 - 1,GH1002,Arte y Tecnología,3,Laboratorio 3.00,EVALUACION CONTINUA 1,1,16,16
39,2019 - 1,GH1002,Arte y Tecnología,3,Laboratorio 3.00,EVALUACION CONTINUA 2,1,16,16
39,2019 - 1,GH1002,Arte y Tecnología,3,Laboratorio 3.00,EVALUACION CONTINUA 3,1,15,16
39,2019 - 1,GH1002,Arte y Tecnología,3,Laboratorio 3.00,PROYECTO FINAL,1,16,16
17,2019 - 1,GH1002,Arte y Tecnología,3,Laboratorio 3.00,EVALUACION CONTINUA 1,1,20,19
17,2019 - 1,GH1002,Arte y Tecnología,3,Laboratorio 3.00,EVALUACION CONTINUA 2,1,20,19
17,2019 - 1,GH1002,Arte y Tecnología,3,Laboratorio 3.00,EVALUACION CONTINUA 3,1,17,19
17,2019 - 1,GH1002,Arte y Tecnología,3,Laboratorio 3.00,PROYECTO FINAL,1,20,19
120,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 1,1,18,16
120,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 2,1,13,16
120,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 3,1,15,16
120,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,PROYECTO FINAL,1,17,16
165,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 1,1,0,7
165,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 2,1,0,7
165,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 3,1,13,7
165,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,PROYECTO FINAL,1,14,7
166,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 1,1,RET,RET
166,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 2,1,RET,RET
166,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 3,1,RET,RET
166,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,PROYECTO FINAL,1,RET,RET
117,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 1,1,5,12
117,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 2,1,18,12
117,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 3,1,14,12
117,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,PROYECTO FINAL,1,12,12
206,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 1,1,14,16
206,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 2,1,16,16
206,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 3,1,18,16
206,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,PROYECTO FINAL,1,15,16
59,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 1,1,20,20
59,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 2,1,20,20
59,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 3,1,20,20
59,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,PROYECTO FINAL,1,20,20
30,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 1,1,19,18
30,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 2,1,15,18
30,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 3,1,20,18
30,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,PROYECTO FINAL,1,19,18
89,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 1,1,5,11
89,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 2,1,16,11
89,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 3,1,14,11
89,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,PROYECTO FINAL,1,11,11
3,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 1,1,6,11
3,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 2,1,7,11
3,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 3,1,15,11
3,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,PROYECTO FINAL,1,16,11
208,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 1,1,12,18
208,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 2,1,20,18
208,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 3,1,20,18
208,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,PROYECTO FINAL,1,20,18
127,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 1,1,18,17
127,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 2,1,18,17
127,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 3,1,14,17
127,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,PROYECTO FINAL,1,16,17
111,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 1,1,7,13
111,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 2,1,16,13
111,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 3,1,14,13
111,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,PROYECTO FINAL,1,16,13
187,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 1,1,18,15
187,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 2,1,18,15
187,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 3,1,9,15
187,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,PROYECTO FINAL,1,14,15
95,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 1,1,5,13
95,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 2,1,20,13
95,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 3,1,14,13
95,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,PROYECTO FINAL,1,14,13
6,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 1,1,19,15
6,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 2,1,9,15
6,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 3,1,17,15
6,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,PROYECTO FINAL,1,15,15
191,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 1,1,13,13
191,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 2,1,8,13
191,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 3,1,15,13
191,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,PROYECTO FINAL,1,14,13
211,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 1,1,16,15
211,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 2,1,18,15
211,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 3,1,14,15
211,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,PROYECTO FINAL,1,12,15
63,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 1,1,15,18
63,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 2,1,18,18
63,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 3,1,18,18
63,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,PROYECTO FINAL,1,20,18
147,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 1,1,7,7
147,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 2,1,0,7
147,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 3,1,9,7
147,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,PROYECTO FINAL,1,9,7
229,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 1,1,6,4
229,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 2,1,0,4
229,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 3,1,0,4
229,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,PROYECTO FINAL,1,7,4
1,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 1,1,5,2
1,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 2,1,0,2
1,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 3,1,0,2
1,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,PROYECTO FINAL,1,0,2
74,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 1,1,17,17
74,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 2,1,14,17
74,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 3,1,17,17
74,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,PROYECTO FINAL,1,18,17
119,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 1,1,9,13
119,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 2,1,9,13
119,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 3,1,17,13
119,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,PROYECTO FINAL,1,17,13
151,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 1,1,9,9
151,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 2,1,4,9
151,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 3,1,9,9
151,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,PROYECTO FINAL,1,11,9
230,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 1,1,13,14
230,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 2,1,13,14
230,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 3,1,15,14
230,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,PROYECTO FINAL,1,14,14
231,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 1,1,15,14
231,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 2,1,7,14
231,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 3,1,15,14
231,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,PROYECTO FINAL,1,16,14
75,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 1,1,11,13
75,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 2,1,6,13
75,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 3,1,17,13
75,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,PROYECTO FINAL,1,17,13
232,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 1,1,16,15
232,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 2,1,9,15
232,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 3,1,15,15
232,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,PROYECTO FINAL,1,18,15
123,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 1,1,0,3
123,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 2,1,0,3
123,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 3,1,0,3
123,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,PROYECTO FINAL,1,9,3
213,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 1,1,15,15
213,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 2,1,15,15
213,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 3,1,14,15
213,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,PROYECTO FINAL,1,16,15
214,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 1,1,15,13
214,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 2,1,8,13
214,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 3,1,14,13
214,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,PROYECTO FINAL,1,15,13
216,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 1,1,9,12
216,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 2,1,7,12
216,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 3,1,15,12
216,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,PROYECTO FINAL,1,15,12
236,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 1,1,11,12
236,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 2,1,9,12
236,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 3,1,14,12
236,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,PROYECTO FINAL,1,13,12
155,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 1,1,10,11
155,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 2,1,10,11
155,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 3,1,14,11
155,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,PROYECTO FINAL,1,11,11
156,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 1,1,5,8
156,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 2,1,7,8
156,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 3,1,9,8
156,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,PROYECTO FINAL,1,11,8
217,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 1,1,13,16
217,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 2,1,16,16
217,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 3,1,18,16
217,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,PROYECTO FINAL,1,17,16
237,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 1,1,5,12
237,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 2,1,10,12
237,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 3,1,13,12
237,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,PROYECTO FINAL,1,18,12
238,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 1,1,15,13
238,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 2,1,8,13
238,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 3,1,14,13
238,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,PROYECTO FINAL,1,14,13
56,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 1,1,0,0
56,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 2,1,0,0
56,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 3,1,0,0
56,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,PROYECTO FINAL,1,0,0
82,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 1,1,1,6
82,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 2,1,0,6
82,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 3,1,15,6
82,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,PROYECTO FINAL,1,8,6
83,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 1,1,RET,RET
83,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 2,1,RET,RET
83,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 3,1,RET,RET
83,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,PROYECTO FINAL,1,RET,RET
78,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 1,1,0,8
78,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 2,1,10,8
78,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 3,1,15,8
78,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,PROYECTO FINAL,1,10,8
107,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 1,1,RET,RET
107,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 2,1,RET,RET
107,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 3,1,RET,RET
107,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,PROYECTO FINAL,1,RET,RET
115,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 1,1,0,0
115,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 2,1,0,0
115,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 3,1,0,0
115,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,PROYECTO FINAL,1,0,0
239,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 1,1,12,15
239,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 2,1,18,15
239,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,EVALUACION CONTINUA 3,1,14,15
239,2019 - 1,GH1002,Arte y Tecnología,4,Laboratorio 4.00,PROYECTO FINAL,1,16,15
5,2019 - 1,GH1002,Arte y Tecnología,5,Laboratorio 5.00,EVALUACION CONTINUA 1,1,20,17
5,2019 - 1,GH1002,Arte y Tecnología,5,Laboratorio 5.00,EVALUACION CONTINUA 2,1,16,17
5,2019 - 1,GH1002,Arte y Tecnología,5,Laboratorio 5.00,EVALUACION CONTINUA 3,1,16,17
5,2019 - 1,GH1002,Arte y Tecnología,5,Laboratorio 5.00,PROYECTO FINAL,1,16,17
85,2019 - 1,GH1002,Arte y Tecnología,5,Laboratorio 5.00,EVALUACION CONTINUA 1,1,20,18
85,2019 - 1,GH1002,Arte y Tecnología,5,Laboratorio 5.00,EVALUACION CONTINUA 2,1,18,18
85,2019 - 1,GH1002,Arte y Tecnología,5,Laboratorio 5.00,EVALUACION CONTINUA 3,1,18,18
85,2019 - 1,GH1002,Arte y Tecnología,5,Laboratorio 5.00,PROYECTO FINAL,1,17,18
52,2019 - 1,GH1002,Arte y Tecnología,5,Laboratorio 5.00,EVALUACION CONTINUA 1,1,20,14
52,2019 - 1,GH1002,Arte y Tecnología,5,Laboratorio 5.00,EVALUACION CONTINUA 2,1,12,14
52,2019 - 1,GH1002,Arte y Tecnología,5,Laboratorio 5.00,EVALUACION CONTINUA 3,1,12,14
52,2019 - 1,GH1002,Arte y Tecnología,5,Laboratorio 5.00,PROYECTO FINAL,1,12,14
87,2019 - 1,GH1002,Arte y Tecnología,5,Laboratorio 5.00,EVALUACION CONTINUA 1,1,20,18
87,2019 - 1,GH1002,Arte y Tecnología,5,Laboratorio 5.00,EVALUACION CONTINUA 2,1,17,18
87,2019 - 1,GH1002,Arte y Tecnología,5,Laboratorio 5.00,EVALUACION CONTINUA 3,1,17,18
87,2019 - 1,GH1002,Arte y Tecnología,5,Laboratorio 5.00,PROYECTO FINAL,1,17,18
33,2019 - 1,GH1002,Arte y Tecnología,5,Laboratorio 5.00,EVALUACION CONTINUA 1,1,15,17
33,2019 - 1,GH1002,Arte y Tecnología,5,Laboratorio 5.00,EVALUACION CONTINUA 2,1,18,17
33,2019 - 1,GH1002,Arte y Tecnología,5,Laboratorio 5.00,EVALUACION CONTINUA 3,1,19,17
33,2019 - 1,GH1002,Arte y Tecnología,5,Laboratorio 5.00,PROYECTO FINAL,1,18,17
202,2019 - 1,GH1002,Arte y Tecnología,5,Laboratorio 5.00,EVALUACION CONTINUA 1,1,20,16
202,2019 - 1,GH1002,Arte y Tecnología,5,Laboratorio 5.00,EVALUACION CONTINUA 2,1,20,16
202,2019 - 1,GH1002,Arte y Tecnología,5,Laboratorio 5.00,EVALUACION CONTINUA 3,1,12,16
202,2019 - 1,GH1002,Arte y Tecnología,5,Laboratorio 5.00,PROYECTO FINAL,1,12,16
88,2019 - 1,GH1002,Arte y Tecnología,5,Laboratorio 5.00,EVALUACION CONTINUA 1,1,20,17
88,2019 - 1,GH1002,Arte y Tecnología,5,Laboratorio 5.00,EVALUACION CONTINUA 2,1,15,17
88,2019 - 1,GH1002,Arte y Tecnología,5,Laboratorio 5.00,EVALUACION CONTINUA 3,1,15,17
88,2019 - 1,GH1002,Arte y Tecnología,5,Laboratorio 5.00,PROYECTO FINAL,1,15,17
197,2019 - 1,GH1002,Arte y Tecnología,5,Laboratorio 5.00,EVALUACION CONTINUA 1,1,18,17
197,2019 - 1,GH1002,Arte y Tecnología,5,Laboratorio 5.00,EVALUACION CONTINUA 2,1,17,17
197,2019 - 1,GH1002,Arte y Tecnología,5,Laboratorio 5.00,EVALUACION CONTINUA 3,1,16,17
197,2019 - 1,GH1002,Arte y Tecnología,5,Laboratorio 5.00,PROYECTO FINAL,1,17,17
167,2019 - 1,GH1002,Arte y Tecnología,5,Laboratorio 5.00,EVALUACION CONTINUA 1,1,20,17
167,2019 - 1,GH1002,Arte y Tecnología,5,Laboratorio 5.00,EVALUACION CONTINUA 2,1,16,17
167,2019 - 1,GH1002,Arte y Tecnología,5,Laboratorio 5.00,EVALUACION CONTINUA 3,1,15,17
167,2019 - 1,GH1002,Arte y Tecnología,5,Laboratorio 5.00,PROYECTO FINAL,1,16,17
186,2019 - 1,GH1002,Arte y Tecnología,5,Laboratorio 5.00,EVALUACION CONTINUA 1,1,5,2
186,2019 - 1,GH1002,Arte y Tecnología,5,Laboratorio 5.00,EVALUACION CONTINUA 2,1,0,2
186,2019 - 1,GH1002,Arte y Tecnología,5,Laboratorio 5.00,EVALUACION CONTINUA 3,1,NP,2
186,2019 - 1,GH1002,Arte y Tecnología,5,Laboratorio 5.00,PROYECTO FINAL,1,NP,2
204,2019 - 1,GH1002,Arte y Tecnología,5,Laboratorio 5.00,EVALUACION CONTINUA 1,1,20,17
204,2019 - 1,GH1002,Arte y Tecnología,5,Laboratorio 5.00,EVALUACION CONTINUA 2,1,20,17
204,2019 - 1,GH1002,Arte y Tecnología,5,Laboratorio 5.00,EVALUACION CONTINUA 3,1,14,17
204,2019 - 1,GH1002,Arte y Tecnología,5,Laboratorio 5.00,PROYECTO FINAL,1,15,17
136,2019 - 1,GH1002,Arte y Tecnología,5,Laboratorio 5.00,EVALUACION CONTINUA 1,1,20,19
136,2019 - 1,GH1002,Arte y Tecnología,5,Laboratorio 5.00,EVALUACION CONTINUA 2,1,20,19
136,2019 - 1,GH1002,Arte y Tecnología,5,Laboratorio 5.00,EVALUACION CONTINUA 3,1,18,19
136,2019 - 1,GH1002,Arte y Tecnología,5,Laboratorio 5.00,PROYECTO FINAL,1,17,19
